SYMBOL,NSE symbol,Todays Rate,Low,Open,High,Output,Volume,94642035,15268170215,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),362869,INE415G01027
AARTECH,NSE:AARTECH,150.9,147.65,147.65,151,Best for Buy,5167,31947,12324001.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3105,INE182D01020
AKSHARCHEM,NSE:AKSHARCHEM,254,246,249.3,255,Avoid,6839,31914,333930.13,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),105,INE733E07JP6
ORCHPHARMA,NSE:ORCHPHARMA,543,523.85,524,574.4,Avoid,153209,31861,40541507.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4846,INE201P01022
JAIPURKURT,NSE:JAIPURKURT,79,78.1,79.35,80.55,Avoid,34162,31756,3621038.69,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),942,INF109KB1WY5
UNITEDTEA,NSE:UNITEDTEA,320.5,313,325,325,Avoid,2410,31680,31888538.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2733,INE940H01014
RITCO,NSE:RITCO,236.45,232,232,238.05,Best for Buy,13429,31678,1141107.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),96,INE539B01017
IFBIND,NSE:IFBIND,1028.6,1012.9,1012.9,1045,Best for Buy,173518,31477,448070.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),139,INE285H01022
ATAM,NSE:ATAM,147,145.3,149.4,149.4,Avoid,28582,31239,2097084.17,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),381,INF277KA1364
YUKEN,NSE:YUKEN,680,680,689,689,Avoid,1611,31230,25898803.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3002,INE674A01014
EVERESTIND,NSE:EVERESTIND,1193,1182.15,1185,1209.15,Avoid,15573,31164,609256.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),39,INE735M01018
CREATIVE,NSE:CREATIVE,822,763.25,790,839.9,Avoid,110089,31162,6772866.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1403,INE247M01014
MONTECARLO,NSE:MONTECARLO,700,689,707.9,707.9,Avoid,23813,31130,125110936.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7435,INE464A01028
FORCEMOT,NSE:FORCEMOT,3352.35,#N/A,#N/A,#N/A,#N/A,0,31073,695878.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),103,INE314C01013
SOFTTECH,NSE:SOFTTECH,228.15,217.4,219.95,228.15,Avoid,21986,30929,99877.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),60,INE699B01027
ZODIAC,NSE:ZODIAC,151,149.85,153.95,153.95,Avoid,12685,30894,69900388.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6531,INE645S01016
VENUSREM,NSE:VENUSREM,334.9,329.8,346.95,351.05,Avoid,56149,30881,77212506.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6649,INE150B01039
REPRO,NSE:REPRO,780,761,761,785,Best for Buy,8993,30875,42699172.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6334,INE205C01021
FINEORG,NSE:FINEORG,4240,4235,4260,4287.45,Avoid,19619,30719,8813144.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1441,INE571B01028
SUPERHOUSE,NSE:SUPERHOUSE,226.85,224.2,228,234,Avoid,10276,30618,3243029.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),457,INE584F01014
ADORWELD,NSE:ADORWELD,1536.15,1522,1550.9,1563.5,Avoid,69588,30535,3322421.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),591,INE479D01038
ORBTEXP,NSE:ORBTEXP,201.4,196.05,196.05,206.65,Best for Buy,24878,30496,2214486.62,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),354,INF846K011K1
PODDARHOUS,NSE:PODDARHOUS,147.5,143.15,145.85,148,Avoid,2354,30477,667236273.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9300,INE239A01016
TTKHLTCARE,NSE:TTKHLTCARE,1320,1287,1305.6,1324.8,Avoid,29065,30400,3214160,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE0N7S01010
GEEKAYWIRE,NSE:GEEKAYWIRE,85.25,85.25,86.95,86.95,Avoid,20860,30396,41567264.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2689,INE932X01018
SAKAR,NSE:SAKAR,378.15,367.7,385.05,398.95,Avoid,48358,30381,316290.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),300,INE804H01012
SONAMCLOCK,NSE:SONAMCLOCK,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,30293,23758562.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1202,INE964W01013
LYPSAGEMS,NSE:LYPSAGEMS,5.4,5.25,5.3,5.4,Avoid,38675,30009,776266270.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9460,INE070A01015
AMDIND,NSE:AMDIND,80.9,76.55,79.15,80.9,Avoid,335088,30000,14963070,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),45,INE0MLZ01019
LFIC,NSE:LFIC,147.8,145.5,145.5,149.45,Best for Buy,4961,30000,4448600,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15,INE0MM001019
INFOBEAN,NSE:INFOBEAN,409.5,406.9,412.05,413.9,Avoid,19952,30000,2735800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15,INE0OMF01015
BAJAJHLDNG,NSE:BAJAJHLDNG,7299.95,7243.6,7347.8,7357.7,Avoid,12074,30000,4465920,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),24,INE0O0201019
DEVIT,NSE:DEVIT,134.25,131.9,138.6,138.6,Avoid,37037,30000,1069800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10,INE08S201019
OCCL,NSE:OCCL,794.05,792.45,800,802.75,Avoid,5537,30000,7294500,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),25,INE0PPS01018
BVCL,NSE:BVCL,46.4,45.05,47.05,48.5,Avoid,31596,29983,151858.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),77,INE669A01022
AMBIKCO,NSE:AMBIKCO,1587,1571,1610.05,1618.95,Avoid,10097,29882,1508813.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),351,INF789F1AUX7
ORIENTBELL,NSE:ORIENTBELL,405.55,404.25,410,412,Avoid,14291,29852,17246915.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),452,INE555B01013
SYMPHONY,NSE:SYMPHONY,872.4,866,875.7,875.7,Avoid,16086,29689,2166075.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),215,INE548Z01017
MELSTAR,NSE:MELSTAR,3.5,3.2,3.5,3.5,Best for Sell,19859,29684,3535415.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),575,INE196Y01018
ACL,NSE:ACL,93.85,93,97.5,98.7,Avoid,72165,29646,147531806.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6329,INE686Y01026
ORISSAMINE,NSE:ORISSAMINE,6793,6760,6950.95,7035,Avoid,20591,29605,85626430.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6568,INE634A01018
NAHARCAP,NSE:NAHARCAP,282.85,279,279,287,Best for Buy,6560,29505,2077915.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),168,INE877I01016
MMP,NSE:MMP,214,204.05,210,214,Avoid,11317,29286,9875835.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1900,INE495C01010
PIXTRANS,NSE:PIXTRANS,1233,1230.05,1279.95,1288.95,Avoid,16664,29154,1312529.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),58,INF179KC1DL6
KSB,NSE:KSB,3282.8,3252.95,3290,3384.1,Avoid,35606,29067,8732425.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2436,INE283H01019
ROML,NSE:ROML,49.1,47.95,48.25,49.75,Avoid,4072,28800,7253080,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),70,INE385O01018
FOCUS,NSE:FOCUS,186.6,180.1,185,189,Avoid,141745,28700,81469549.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4637,INE373A01013
MEGASTAR,NSE:MEGASTAR,315,310.6,315.5,324.45,Avoid,6364,28525,1471888.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),420,INE156C01018
IFBAGRO,NSE:IFBAGRO,463.9,460.1,465.2,465.45,Avoid,5791,28456,63345199.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6457,INE449A01011
DELTAMAGNT,NSE:DELTAMAGNT,82.5,81.6,81.6,84.45,Best for Buy,4728,28358,35354922.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5908,INE0DNW01011
AUSOMENT,NSE:AUSOMENT,67.1,66.9,70,70,Avoid,1703,28235,4300190.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),128,INE822G01016
RBL,NSE:RBL,862,818.05,818.1,868.75,Avoid,147165,28092,5969340.43,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),325,INF174K014P6
GANDHITUBE,NSE:GANDHITUBE,683.9,675.05,681.05,689,Avoid,5241,28002,49003.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),56,INE938A01021
CONSOFINVT,NSE:CONSOFINVT,196,189,190.2,196,Avoid,46492,27973,1691795.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),451,INE112X01017
DCMNVL,NSE:DCMNVL,176.8,175,179.35,182,Avoid,90770,27821,5307379.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1558,INE916G01016
RATNAMANI,NSE:RATNAMANI,3489.15,3460.1,3478.4,3524.05,Avoid,133601,27699,5051925.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),921,INE09KD01013
BAYERCROP,NSE:BAYERCROP,5388.5,5325,5397.85,5417,Avoid,12332,27687,17863607,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3045,INE098F01031
SMLT,NSE:SMLT,221.05,220,230.45,230.45,Avoid,15910,27564,689445.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),416,INE976T01013
DBSTOCKBRO,NSE:DBSTOCKBRO,40.1,40.1,40.85,40.9,Avoid,11577,27440,512756.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),179,INE760Y01011
TERASOFT,NSE:TERASOFT,44.25,44.2,46,46.3,Avoid,55396,27210,148294.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),36,INE378D01032
PREMIER,NSE:PREMIER,4,#N/A,#N/A,#N/A,#N/A,0,27185,161748.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),110,IN9623B01058
CALSOFT,NSE:CALSOFT,13.45,13.25,13.25,13.7,Best for Buy,11236,27171,4999554.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),742,INE0BTI01029
LAGNAM,NSE:LAGNAM,79.85,79.5,81.55,81.95,Avoid,116036,27166,437372.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),98,INE0APB01024
FLEXITUFF,NSE:FLEXITUFF,44.5,43.15,44.5,44.5,Best for Sell,44977,27000,1237200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9,INE0MLA01012
JASH,NSE:JASH,1316,1308.8,1320,1341.9,Avoid,3381,27000,3179250,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9,INE0L2Y01011
TAINWALCHM,NSE:TAINWALCHM,131.75,126.1,131.7,136.75,Avoid,28170,26804,17644210.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3747,INE864X01013
BASF,NSE:BASF,2942,2885,2933.7,2955,Avoid,25438,26734,31130100.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5518,INE277B01014
KOVAI,NSE:KOVAI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26600,2793805,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),129,INE02OY01016
CYBERTECH,NSE:CYBERTECH,154.6,153,160.55,161.3,Avoid,116999,26538,94914.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),48,INE425A01011
TCI,NSE:TCI,866,852.05,852.05,884.7,Best for Buy,31021,26524,1285007.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),353,INE0GIU01018
METALFORGE,NSE:METALFORGE,3.7,3.45,3.7,3.7,Best for Sell,71119,26445,1807123.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),684,INE289C01025
E2E,NSE:E2E,645.5,598.65,661.65,661.65,Avoid,66975,26400,7857320,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),33,INE0O4R01018
TIMESGTY,NSE:TIMESGTY,72.2,71.65,71.65,74.5,Best for Buy,29375,26219,360511.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),139,INE642Z01026
IL&FSENGG,NSE:IL&FSENGG,27.6,27.5,27.6,27.6,Best for Sell,33761,26206,3668250.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),39,INE0EEJ01015
HEXATRADEX,NSE:HEXATRADEX,149,146,147.3,154.45,Avoid,14279,26195,1386058.99,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),217,INF209KB18D3
GREENLAM,NSE:GREENLAM,608,558.45,576,615.8,Avoid,321143,26047,24434565.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3780,INE227C01017
ALPHAGEO,NSE:ALPHAGEO,279.45,274.1,278.45,282.35,Avoid,13297,25894,4709434.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1404,INE178C01020
MPSLTD,NSE:MPSLTD,1832,1727.1,1741,1837,Avoid,109200,25819,82029620.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5168,INE177A01018
HINDCOMPOS,NSE:HINDCOMPOS,449.55,449,463.45,466.3,Avoid,15675,25432,760037.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),108,INE748Z01013
PGIL,NSE:PGIL,1327,1293,1293,1331,Best for Buy,8163,25233,11814.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21,INE268L01020
PGHL,NSE:PGHL,5160,5137.7,5138,5282,Avoid,11298,25088,1251558.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),181,INE529F01035
SIGMA,NSE:SIGMA,453.9,450,470,473.95,Avoid,11915,25078,4180799.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),814,INE846D01012
VESUVIUS,NSE:VESUVIUS,3750,3687.55,3720,3857.55,Avoid,23001,25033,49196702.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3544,INE06H201014
SIGIND,NSE:SIGIND,64.45,64.3,65.2,65.25,Avoid,10904,25000,772750,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5,INE0LF301013
JUBLINDS,NSE:JUBLINDS,631.1,600.05,605,637.25,Avoid,70803,24660,6154693.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),653,INE032Z01020
SAHYADRI,NSE:SAHYADRI,384.9,363,369,384.9,Avoid,13029,24604,4853882.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1246,INE071F01012
MANOMAY,NSE:MANOMAY,122.9,122.1,125.4,129.65,Avoid,11144,24539,129876458.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5282,INE462A01022
KICL,NSE:KICL,3122,2937,2937.65,3180,Avoid,36685,24513,90995227.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4895,INE794A01010
BANARISUG,NSE:BANARISUG,2560.05,2560,2591.55,2619.95,Avoid,757,24423,35426192.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2811,INE201K01015
PILANIINVS,NSE:PILANIINVS,2636.1,2578.65,2594,2679.9,Avoid,36663,24391,11900704.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1786,INE276C01014
EIHAHOTELS,NSE:EIHAHOTELS,455,445.05,454.9,460.05,Avoid,102545,24249,153221494.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6140,INE233B01017
SPENTEX,NSE:SPENTEX,2.6,2.6,2.65,2.65,Avoid,13585,24042,11228661.29,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),42,INF769K01FN2
HIL,NSE:HIL,2560.8,2485.05,2573,2595.75,Avoid,8415,24019,28334822.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5343,INE295A01018
AHLEAST,NSE:AHLEAST,132.2,131.65,131.65,135.45,Best for Buy,8924,24017,1692461.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),55,INE871K01015
GOLDENTOBC,NSE:GOLDENTOBC,52,52,53.05,53.05,Avoid,2830,24010,2843328.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),741,INE773I01017
SGIL,NSE:SGIL,272,250,272.9,272.9,Avoid,13787,24000,4015860,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE0OK701014
PRUDENT,NSE:PRUDENT,1295,1287.6,1303.8,1335.5,Avoid,41535,24000,1046850,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8,INE0OVI01010
SANOFI,NSE:SANOFI,7718,7684.75,7703.95,7759.95,Avoid,10107,23990,1507224.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),526,INE398B01018
MEDICAMEQ,NSE:MEDICAMEQ,650,650,652.95,661,Avoid,3031,23904,1583409.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),143,INE107F01022
LATTEYS,NSE:LATTEYS,36.8,34.1,35.75,36.8,Avoid,116553,23886,65117426.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6310,INE029L01018
ORTEL,NSE:ORTEL,0.95,0.95,0.95,1.05,Best for Buy,2185,23760,2562589.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),253,INE801L01010
KALYANIFRG,NSE:KALYANIFRG,451.95,451.95,451.95,451.95,Best for Buy,73,23626,104251.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),63,INE891B01012
REPL,NSE:REPL,219.9,212.25,212.25,224,Best for Buy,75175,23612,16774879.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2434,INE417B01040
TNTELE,NSE:TNTELE,9.3,8.85,9.65,9.65,Avoid,54761,23573,3075196.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),326,INE214A01019
HISARMETAL,NSE:HISARMETAL,214.15,214.15,224.8,224.8,Avoid,30603,23541,13011625.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2280,INE985W01018
UCAL,NSE:UCAL,132.05,132.05,134.15,136.15,Avoid,14713,23534,25620767.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2222,INE0D6I01015
PREMEXPLN,NSE:PREMEXPLN,1455,1418,1442,1470.6,Avoid,50902,23474,4181857.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),946,INE08KP01019
KAYA,NSE:KAYA,343.1,343.1,343.85,349.8,Avoid,4684,23401,24948747.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3193,INE845D01014
MALLCOM,NSE:MALLCOM,1009,990.5,1032.85,1032.85,Avoid,15630,23400,113154307,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10075,INE00LO01017
ASHOKAMET,NSE:ASHOKAMET,19.9,19.7,20.05,20.5,Avoid,130816,23385,11158572.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3089,INE063E01046
MAHASTEEL,NSE:MAHASTEEL,78.5,77.85,79.8,80.2,Avoid,28845,23331,722094.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7,INE340Z01019
SHRIPISTON,NSE:SHRIPISTON,1157,1134.25,1248,1248,Avoid,137044,23300,1849890,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),8,INE201M01029
NORBTEAEXP,NSE:NORBTEAEXP,11.2,11.2,11.2,11.2,Best for Buy,8951,23290,2538633,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),43,INE100D01014
INDIANCARD,NSE:INDIANCARD,248.05,247,247,253.4,Best for Buy,5590,23248,26629321.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3415,INE045A01017
MADHUCON,NSE:MADHUCON,7.95,7.95,7.95,7.95,Best for Buy,86482,23241,13456823.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2833,INE579C01029
CENTUM,NSE:CENTUM,1475.8,1446,1469.35,1484,Avoid,7450,23198,26930586.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1459,INE910C01018
AARVI,NSE:AARVI,119,118.2,120.85,120.85,Avoid,10008,23098,61552858.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3701,INE985S01024
AGRITECH,NSE:AGRITECH,217.95,191.05,191.05,217.95,Best for Buy,33973,22932,3963608.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1315,INE037A01022
TOKYOPLAST,NSE:TOKYOPLAST,132.9,109.95,110.9,133.1,Avoid,1883812,22911,857734.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),82,INE500X01013
MINDTECK,NSE:MINDTECK,225.9,220.75,230.9,232.7,Avoid,187051,22763,17965885.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1272,INE593W01010
SHAREINDIA,NSE:SHAREINDIA,1724,1693,1780,1780,Avoid,212143,22744,526296.26,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),108,INF209KB14K7
BUTTERFLY,NSE:BUTTERFLY,1043.85,1026.45,1049.45,1056.45,Avoid,6378,22665,1602134.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),312,INE193B01039
RHL,NSE:RHL,102.5,100.15,100.15,103.5,Best for Buy,14142,22587,68780242.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4715,INE421C01016
KREBSBIO,NSE:KREBSBIO,79.4,79.4,79.9,84.4,Avoid,14392,22586,1822971.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),140,INE792H01019
LUMAXIND,NSE:LUMAXIND,2424,2410.3,2417,2462.6,Avoid,15152,22371,21050514,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2270,INE393P01035
AKZOINDIA,NSE:AKZOINDIA,2456,2442.5,2485,2494.15,Avoid,11501,22334,16123432.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2916,INE645L01011
CTE,NSE:CTE,69.5,68.2,70.5,71.65,Avoid,49985,22318,204331467.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5748,INE739E01017
SHRADHA,NSE:SHRADHA,48.1,48.1,49.05,50.75,Avoid,70125,22316,2779061.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),68,INE704H01022
SKYGOLD,NSE:SKYGOLD,893,871,915,915,Avoid,61454,22225,9280595.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),390,INE501Y01019
VSTTILLERS,NSE:VSTTILLERS,4043.95,3981,4046.65,4127.45,Avoid,15268,22200,263070,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),33,INE175Y01012
CRISIL,NSE:CRISIL,4238.9,4207,4242,4248.3,Avoid,12908,22121,357022.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),472,INE040M01013
GOLDTECH,NSE:GOLDTECH,108.75,104.2,108.75,108.75,Best for Sell,155919,22000,1510200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),11,INE06ZX01015
REVATHI,NSE:REVATHI,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21993,2764328.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),540,INE694E01014
MAHAPEXLTD,NSE:MAHAPEXLTD,139.3,137.6,147.95,147.95,Avoid,7905,21806,8724985.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1048,INE963C01033
SABEVENTS,NSE:SABEVENTS,4.35,4.35,4.4,4.4,Avoid,617,21795,403471.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),60,INE591A01010
ASTRAZEN,NSE:ASTRAZEN,4650,4646,4670.2,4702.85,Avoid,8568,21670,8688861.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3712,INE995D01025
DYNAMATECH,NSE:DYNAMATECH,3942,3930,3993.15,4009.55,Avoid,3603,21625,7637468.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),751,INE732S01012
MAZDA,NSE:MAZDA,1277.25,1254.1,1297.35,1310,Avoid,13310,21588,772017.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),51,INE792B01012
ARMANFIN,NSE:ARMANFIN,2190,2030,2033.35,2198,Avoid,64324,21360,1525566.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),458,INE844K01012
AVONMORE,NSE:AVONMORE,79.55,79.5,82.75,82.75,Avoid,15682,21087,25739192.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2487,INE959A01019
3PLAND,NSE:3PLAND,29.2,28.1,28.1,29.7,Best for Buy,5705,21057,888155560.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),10917,INE761H01022
SILINV,NSE:SILINV,384,370,370,406.6,Best for Buy,31644,21000,3234150,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14,INE029Q01017
CAREERP,NSE:CAREERP,215,214.7,216.1,223,Avoid,39949,21000,787800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21,INE0J6L01013
ASIANHOTNR,NSE:ASIANHOTNR,206.25,191.3,191.3,208.75,Best for Buy,1979,20996,881921.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),188,INE533D01032
LAXMICOT,NSE:LAXMICOT,23.7,23.55,24.1,24.55,Avoid,224368,20900,2086225,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),21,IN002022Z242
PREMIERPOL,NSE:PREMIERPOL,163,161,163.85,166.5,Avoid,29537,20793,25994042.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2761,INE294B01019
SHIVALIK,NSE:SHIVALIK,659.95,654.5,665,665,Avoid,2328,20786,44358.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),37,INE524L01026
SILLYMONKS,NSE:SILLYMONKS,15.65,15.6,16.6,16.6,Avoid,2818,20739,80230965.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3737,INE182A01018
ICDSLTD,NSE:ICDSLTD,31.3,30.3,31,31.75,Avoid,6139,20738,27151111.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2478,INE782A01015
