SYMBOL,NSE symbol,Todays Rate,Low,Open,High,Output,Volume,94642035,15268170215,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),362869,INE415G01027
RMCL,NSE:RMCL,1.8,1.8,1.9,1.9,Avoid,14780,48000,266400,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),15,INE070Y01015
AUTOIND,NSE:AUTOIND,102,99,103,105,Avoid,39831,48000,4295200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),23,INE338Y01016
BANKA,NSE:BANKA,70.15,69.7,73.35,73.5,Avoid,53680,48000,3888400,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12,INE0MJQ01012
OBCL,NSE:OBCL,60.8,59.05,60.1,61.35,Avoid,45614,47990,359304330.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6998,INE100A01010
JITFINFRA,NSE:JITFINFRA,578.3,570,604.65,604.65,Avoid,45565,47904,93412.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),13,INE172H01014
EIFFL,NSE:EIFFL,138.75,138.3,139.3,139.55,Avoid,12339,47756,13034655.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1603,INE061A01014
RPPL,NSE:RPPL,204.1,204,205.35,210.95,Avoid,22189,47347,49208482.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4649,INE170I01016
DYCL,NSE:DYCL,414.7,410,425.4,425.4,Avoid,34393,46734,47077237.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6708,INE753U01022
SHANTI,NSE:SHANTI,18.7,18.5,18.7,19.25,Best for Sell,15941,46592,4661289.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1317,INE083D01012
KRITINUT,NSE:KRITINUT,71.5,71.15,72.35,72.35,Avoid,18814,46410,7759629.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1976,INE412U01025
JAYBARMARU,NSE:JAYBARMARU,106.4,104.85,105.5,107.95,Avoid,42464,46352,19102833.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3683,INE296G01013
SASKEN,NSE:SASKEN,1212,1207,1247,1248.3,Avoid,12240,46091,74265143,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6923,INE768C01010
OMKARCHEM,NSE:OMKARCHEM,8.75,8.6,8.6,8.75,Best for Buy,16085,46045,23039316.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),527,INE202H01019
BLUEDART,NSE:BLUEDART,6740.1,6729.5,6916,6949,Avoid,12091,46000,2099700,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE575Z01010
GRINDWELL,NSE:GRINDWELL,2129,2100.6,2116.4,2132.4,Avoid,38585,45988,92176635.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6805,INE737H01014
ALICON,NSE:ALICON,845,831.15,852,852,Avoid,10095,45850,3955484.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),416,INE696V01013
KOTHARIPRO,NSE:KOTHARIPRO,131,121.65,121.8,136.2,Avoid,200803,45733,114012919.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6246,INE672A01018
KKCL,NSE:KKCL,791,781.6,781.6,805,Best for Buy,20185,45426,3219346.67,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),292,INF174KA1KU9
GANESHHOUC,NSE:GANESHHOUC,381.8,380.5,390,393.95,Avoid,31092,45318,12842529.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1788,INE377E01016
WSI,NSE:WSI,122.4,121.95,121.95,122.4,Best for Buy,91589,45275,9165036.91,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),479,INF109KC1N59
NOVARTIND,NSE:NOVARTIND,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45000,4320800,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5,IN002023Z026
BOSCHLTD,NSE:BOSCHLTD,20595.95,20485,20660,20900.9,Avoid,21881,45000,333000,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2,INE405Y01021
EXPLEOSOL,NSE:EXPLEOSOL,1276,1255,1289,1294.25,Avoid,25702,44859,1590953.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),284,INE569C01020
TCIEXP,NSE:TCIEXP,1426.05,1406.1,1416,1434.9,Avoid,38203,44800,11293200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),26,INE0O3O01017
UMANGDAIRY,NSE:UMANGDAIRY,71.2,70.25,71.5,71.5,Avoid,12150,44778,2355604,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),776,INE426Z01016
AAREYDRUGS,NSE:AAREYDRUGS,46,46,46,46,Best for Buy,12344,44726,80629640.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7557,INE457L01011
ALKYLAMINE,NSE:ALKYLAMINE,2125,2121.05,2134.6,2144.05,Avoid,29007,44502,30261526.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4246,INE482D01024
KAMATHOTEL,NSE:KAMATHOTEL,191.5,191.5,199,199.9,Avoid,20167,44386,36597542.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),6017,INE406M01024
ALKALI,NSE:ALKALI,125.1,114.1,114.25,125.1,Avoid,230957,44374,20243292.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3005,INE285J01028
GRWRHITECH,NSE:GRWRHITECH,1455,1431,1433.4,1470,Avoid,15586,44268,608685,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),71,INE122M01019
GODFRYPHLP,NSE:GODFRYPHLP,2080.8,2075,2087.5,2102.3,Avoid,19919,44225,286290.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),148,INE360L01017
GALAXYSURF,NSE:GALAXYSURF,2755.9,2712.75,2840,2853,Avoid,22538,44180,1293379.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),572,INF109KC1V59
RUSTOMJEE,NSE:RUSTOMJEE,547,540.1,540.1,549.5,Best for Buy,8947,44118,32914515.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4616,INE234A01025
MCL,NSE:MCL,33.2,33,33,34.05,Best for Buy,391388,43820,22832181.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1995,INE520Y01019
ASALCBR,NSE:ASALCBR,448,446.15,459.1,459.1,Avoid,32527,43739,166536466.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12131,INE429E01023
JAYAGROGN,NSE:JAYAGROGN,257,254.3,261.55,262.4,Avoid,228728,43629,11383810.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3148,INE809A01024
MATRIMONY,NSE:MATRIMONY,543,536.6,548.45,549.95,Avoid,24812,43498,119839048.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),9209,INE600K01018
KERNEX,NSE:KERNEX,630,620.15,620.15,644.95,Best for Buy,8475,43468,31458096.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3302,INE802B01019
VIDHIING,NSE:VIDHIING,430,427.1,427.1,432.9,Best for Buy,12995,43438,5523236,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),934,INE215D01010
ROSSARI,NSE:ROSSARI,713,712.05,722,725.85,Avoid,96317,43383,708713.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),102,INE369I01014
LGBBROSLTD,NSE:LGBBROSLTD,1152.5,1101.05,1110,1175,Avoid,159505,43200,5982080,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),27,INE0O7P01015
FAIRCHEMOR,NSE:FAIRCHEMOR,1159.8,1150.1,1153.6,1180.4,Avoid,10815,42930,230491046.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12505,INE540H01012
SASTASUNDR,NSE:SASTASUNDR,390,382.1,398.25,399.5,Avoid,47553,42907,2124021.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),365,INE863I01016
PGEL,NSE:PGEL,2325.15,2237,2240,2404,Avoid,149198,42824,13359689.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2514,INE137C01018
CERA,NSE:CERA,8599,8555.25,8660,8741.5,Avoid,6516,42807,12474971.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1978,INE019J01013
TPLPLASTEH,NSE:TPLPLASTEH,52.25,51.35,53.2,53.2,Avoid,402810,42679,18242560.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3648,INE632C01026
DMCC,NSE:DMCC,292.6,290.1,300,300,Avoid,13312,42585,116790266.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7350,INE703B01027
TATAINVEST,NSE:TATAINVEST,4474,3967,3987,4598.7,Avoid,5004299,42544,41412656.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5097,INE011K01018
BKMINDST,NSE:BKMINDST,1.3,1.25,1.3,1.3,Best for Sell,666093,42467,188978.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),59,INE565L01011
ENDURANCE,NSE:ENDURANCE,1630,1600.1,1640.55,1653.95,Avoid,54441,42261,702679.72,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),400,INF209KB15K4
VOLTAMP,NSE:VOLTAMP,5226,5164,5164,5399,Best for Buy,52783,42213,16736959.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3236,INE256H01015
POCL,NSE:POCL,440.2,435,435,450.25,Best for Buy,32941,42107,9105272.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2132,INE712K01011
NAHARPOLY,NSE:NAHARPOLY,228.7,228.45,231.45,235.65,Avoid,7801,42000,1296300,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7,INE0CAJ01017
NGIL,NSE:NGIL,40.5,40.2,40.8,41.1,Avoid,21889,42000,3700500,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14,INE0PS501019
THEINVEST,NSE:THEINVEST,104.1,94,96.65,104.1,Avoid,171759,42000,250650,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),14,INE349X01015
PALREDTEC,NSE:PALREDTEC,169.5,164.15,173.25,174,Avoid,83035,41736,24638344.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),899,INE263M01029
MOLDTKPAC,NSE:MOLDTKPAC,873.25,869.05,871.85,877.65,Avoid,49686,41717,4410106.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),376,INE393A01011
HOVS,NSE:HOVS,55.65,55.5,58.05,58.05,Avoid,31506,41602,7131953.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),714,INE043C01018
SAGARDEEP,NSE:SAGARDEEP,26.15,26.05,27.5,27.5,Avoid,68871,41444,2281946.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1099,INE505Y01010
CSLFINANCE,NSE:CSLFINANCE,402,398.5,400.35,437,Avoid,454732,41326,111174970.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5415,INE694D01016
BLUECHIP,NSE:BLUECHIP,1.3,1.25,1.25,1.3,Best for Buy,43219,41294,9929928.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2184,INE099F01013
VINEETLAB,NSE:VINEETLAB,67.5,67.5,70.7,71,Avoid,86452,41294,115623.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),35,INE235C01010
KSOLVES,NSE:KSOLVES,1080,1071,1098,1098,Avoid,7768,41253,21215989.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3249,INE204A01010
KHANDSE,NSE:KHANDSE,23.85,23.15,23.55,24.7,Avoid,50992,41251,41196848.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4103,INE499A01024
SIS,NSE:SIS,446,440.6,443.15,450,Avoid,31590,40878,19709083.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),326,INE863T01013
BSHSL,NSE:BSHSL,225,224.5,230,235,Avoid,14523,40800,13510560,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),30,INE0LR101013
THANGAMAYL,NSE:THANGAMAYL,1421.5,1386.75,1394.65,1424,Avoid,31296,40515,1699965.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),194,INE087B01017
POWERMECH,NSE:POWERMECH,4182.05,3980.4,3996,4210,Avoid,98527,40407,27305833.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3963,INE197D01010
SECURKLOUD,NSE:SECURKLOUD,36,35.4,35.6,36.4,Avoid,34352,40383,902558.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),75,INE737B01033
OAL,NSE:OAL,348.15,345.65,346.2,353.8,Avoid,4344,40379,33475956.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3345,INE752H01013
ARCHIDPLY,NSE:ARCHIDPLY,83.5,82,82,84.45,Best for Buy,46906,40271,21722086.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1323,INE266Y01019
SMARTLINK,NSE:SMARTLINK,169.4,168.55,172,173.7,Avoid,12167,40265,18416657.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2147,INE625X01018
VERTOZ,NSE:VERTOZ,370.5,343.6,343.6,377.85,Best for Buy,606043,40195,81121491.65,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5444,INE398A01010
THEMISMED,NSE:THEMISMED,154.05,154,158.75,161.45,Avoid,72075,40133,1240109.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),59,INE424C01010
JCHAC,NSE:JCHAC,1154.45,1149,1178,1186.7,Avoid,17126,40000,8450100,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),20,INE0K4D01020
GLFL,NSE:GLFL,4.05,4.05,4.15,4.15,Avoid,14222,39849,55191619.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4884,INE0BJS01011
SRHHYPOLTD,NSE:SRHHYPOLTD,554.6,552.1,552.3,556.6,Avoid,9921,39776,6387404.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2187,INE218G01033
SEAMECLTD,NSE:SEAMECLTD,899.25,884.8,884.8,933.45,Best for Buy,184379,39408,25388432.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3429,INE917H01012
KRIDHANINF,NSE:KRIDHANINF,2.6,2.6,2.65,2.65,Avoid,6636,39325,3420454.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),409,INE326B01027
ALLSEC,NSE:ALLSEC,659.6,655.55,659,665,Avoid,23298,39311,34766.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE849L01019
ROLEXRINGS,NSE:ROLEXRINGS,2375.55,2281.45,2299,2390,Avoid,22339,39295,2496272.69,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),154,INF109KC16E5
MAHESHWARI,NSE:MAHESHWARI,85.8,85.05,86.75,86.9,Avoid,33898,39240,44316562.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3884,INE00F201020
MMFL,NSE:MMFL,905,899.65,926.6,937.45,Avoid,30521,39219,125720074.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),7289,INE325A01013
POWERINDIA,NSE:POWERINDIA,4620,4565,4600,4749,Avoid,26180,39196,11194377.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),157,INE01IU01018
UNIINFO,NSE:UNIINFO,32.8,31,32.8,32.8,Best for Sell,46491,39177,43642855.55,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4325,INE231F01020
RAJRILTD,NSE:RAJRILTD,32.45,32.1,33.4,33.4,Avoid,17339,38635,61125633.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5566,INE09VQ01012
ZFCVINDIA,NSE:ZFCVINDIA,16301.1,16105,16371.7,16650,Avoid,5978,38563,44372827.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3861,INE389C01015
INCREDIBLE,NSE:INCREDIBLE,35.55,34.05,35.55,35.55,Best for Sell,14319,38510,1133238.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),313,INE452L01012
SANCO,NSE:SANCO,6.4,6.35,6.5,6.8,Avoid,3165,38337,2863155.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),544,INE864B01027
ISFT,NSE:ISFT,123.25,122.15,125.25,128.95,Avoid,11114,38223,39163008.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4760,INE187D01011
ARCHIES,NSE:ARCHIES,25.05,24.4,24.8,25.05,Avoid,46874,38199,6551236.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),886,INE760W01015
SHIVATEX,NSE:SHIVATEX,129.4,125.3,125.3,129.65,Best for Buy,22891,38068,1333150.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),126,INE09E501017
BANARBEADS,NSE:BANARBEADS,93,92,96.9,96.9,Avoid,27540,38000,3942200,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),19,INE555Z01012
AIROLAM,NSE:AIROLAM,137.25,135.3,141,141,Avoid,88437,37869,19127176.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3276,INE092B01025
STEL,NSE:STEL,271.9,269.05,269.8,277.45,Avoid,22644,37831,78850.95,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),44,INE342A01018
VAISHALI,NSE:VAISHALI,134,133.95,135.5,137.85,Avoid,32255,37394,3507379.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2091,INE655B01011
ABBOTINDIA,NSE:ABBOTINDIA,24049.85,23333,23599.8,24050.05,Avoid,17365,37290,1554505.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),925,INE03RS01027
SUMMITSEC,NSE:SUMMITSEC,1280,1199.9,1219,1350,Avoid,170948,37283,20701357.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4471,INE040D01038
AARVEEDEN,NSE:AARVEEDEN,23.6,23.6,24.35,24.5,Avoid,173339,37140,2442163.83,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),236,INF109KC19O8
RAMAPHO,NSE:RAMAPHO,212.15,209.05,210.35,214,Avoid,9342,37084,2445189,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),96,INE052A01021
SBGLP,NSE:SBGLP,469,455.95,484.95,485,Avoid,110569,37067,2947544.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),620,INE385I01010
MAITHANALL,NSE:MAITHANALL,1055,1035.05,1040,1077,Avoid,84292,36991,1604991.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),43,INE262Z01023
ELECTHERM,NSE:ELECTHERM,158.85,158.8,158.8,158.85,Best for Buy,8665,36990,73980,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),23,INE962C01027
MACPOWER,NSE:MACPOWER,554.45,532.75,532.75,554.45,Best for Buy,34363,36436,738667.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),401,INE117Z01011
MADHAV,NSE:MADHAV,49.1,48.55,51.8,51.85,Avoid,33349,36145,4409558.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2625,INE681C01015
SILGO,NSE:SILGO,25.2,24.75,25.95,25.95,Avoid,88772,36072,1505440.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),150,INE692B01014
IFGLEXPOR,NSE:IFGLEXPOR,758,724.5,734.8,800,Avoid,128620,36057,7106188.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),510,INE291W01029
SELMC,NSE:SELMC,96.65,96.65,100,100.05,Avoid,10538,36000,4143150,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),12,INE0LQQ01019
GARFIBRES,NSE:GARFIBRES,3200,3165.9,3172.65,3208.95,Avoid,12006,36000,4842480,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),29,INE0I3H01019
CORDSCABLE,NSE:CORDSCABLE,118.65,110.2,110.2,119.6,Best for Buy,312917,35697,2540529.85,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),412,INF789F1AYK6
TFL,NSE:TFL,9.75,9.55,10.65,10.65,Avoid,110227,35633,3601248.63,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),141,INF769K01IB1
BIOFILCHEM,NSE:BIOFILCHEM,48.2,48.1,48.75,49.65,Avoid,14009,35485,304966.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),103,INE141D01018
LORDSCHLO,NSE:LORDSCHLO,147.3,145.15,152.8,155,Avoid,14556,35283,9487448.39,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1113,INF204KB19I1
AARTISURF,NSE:AARTISURF,618.5,618.5,625,631.95,Avoid,8969,35236,6604071.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),417,INE848A01014
TEAMLEASE,NSE:TEAMLEASE,2527,2482,2525.8,2577.65,Avoid,54896,35203,30878924.4,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),3629,INE062D01024
FAZE3Q,NSE:FAZE3Q,448.85,445.55,459,459,Avoid,29331,35200,4574760,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),32,INE0N6D01014
MRO-TEK,NSE:MRO-TEK,57.65,56.5,58.85,60,Avoid,64240,35177,995509.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),58,INE912H01013
STEELCITY,NSE:STEELCITY,65.85,64.3,65.7,66.2,Avoid,35427,35111,91547627.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4959,INE660A01013
SKFINDIA,NSE:SKFINDIA,4658,4637.8,4725,4753.6,Avoid,14160,35088,985972.8,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),34,INE546Y01022
ASPINWALL,NSE:ASPINWALL,229.65,228,236.4,237,Avoid,3322,35012,1717058.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),551,INE925C01016
EXCELINDUS,NSE:EXCELINDUS,831.2,829.35,829.35,849.9,Best for Buy,8190,34976,7743390.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1292,INE712B01010
NEULANDLAB,NSE:NEULANDLAB,5400,5280.95,5430,5524.3,Avoid,27002,34953,33164311.15,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4186,INE953O01021
AHLADA,NSE:AHLADA,119,118.5,118.95,123,Avoid,94135,34897,19844951.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2950,INE212I01016
MURUDCERA,NSE:MURUDCERA,58.3,56.6,59,59.95,Avoid,88610,34869,3435199.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),572,INE592B01016
SIKKO,NSE:SIKKO,65.45,64,65.5,65.9,Avoid,29877,34809,2628961.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),593,INE862Y01015
BBL,NSE:BBL,3659.95,3625.65,3649,3853,Avoid,60085,34800,3785220,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),27,INE0L4K01016
TREJHARA,NSE:TREJHARA,144.9,134.8,138.65,144.9,Avoid,23505,34742,44673402.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5938,INE105J01010
HONDAPOWER,NSE:HONDAPOWER,2550,2539.8,2557.55,2580.05,Avoid,5776,34535,7502660.26,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),44,INF200KA1JT1
KAMOPAINTS,NSE:KAMOPAINTS,168.85,157.15,160.9,168.85,Avoid,413707,34291,24790657.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2844,INE757A01017
JISLDVREQS,NSE:JISLDVREQS,36.2,35.7,35.7,38.1,Best for Buy,241544,34279,420046.45,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),325,INE759V01019
HINDCON,NSE:HINDCON,34.5,32.5,32.5,36.85,Best for Buy,463593,34164,55485434.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4671,INE913H01037
VINDHYATEL,NSE:VINDHYATEL,2392,2343,2361.2,2395,Avoid,26577,33868,21660367.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2954,INE497B01018
ANIKINDS,NSE:ANIKINDS,54.5,52.15,54.5,54.5,Best for Sell,219067,33859,939828.2,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),134,INE731A01020
LCCINFOTEC,NSE:LCCINFOTEC,1.9,1.85,1.9,1.9,Best for Sell,141699,33683,15814287.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1217,INE600Y01019
NIBL,NSE:NIBL,32.45,31.05,32.45,32.45,Best for Sell,74092,33666,27276075.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),4506,INE663B01015
ORIENTLTD,NSE:ORIENTLTD,73,72.95,75.85,76.25,Avoid,35130,33343,1278746.3,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),237,INE262A01018
WORTH,NSE:WORTH,110.1,108.75,109.4,113.65,Avoid,51992,33324,45301736.25,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2686,INE291A01017
ICRA,NSE:ICRA,5458,5426.5,5648.2,5650,Avoid,3328,33308,698825.7,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),50,INE879A01019
SEJALLTD,NSE:SEJALLTD,262.25,255.65,268.95,268.95,Avoid,6282,33116,7822026.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),2410,INE341R01014
KRISHANA,NSE:KRISHANA,257,255.15,265,268.45,Avoid,71978,33083,903165.9,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),29,INE550H01011
MANORAMA,NSE:MANORAMA,2118,2050,2119,2119,Avoid,6450,33080,9970025.35,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1334,INE049I01012
PRESSMN,NSE:PRESSMN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32600,5830049.6,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),1155,INE974Z01015
SMLISUZU,NSE:SMLISUZU,1549.35,1374.05,1378,1568.85,Avoid,586553,32400,1861260,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),27,INE0O0001013
GENSOL,NSE:GENSOL,795,779,795,803,Best for Sell,34130,32270,509245.5,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),102,INE933X01016
GOODYEAR,NSE:GOODYEAR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,32203,7557934.1,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),247,INE869Y01010
MODISONLTD,NSE:MODISONLTD,111.9,111.5,117.95,117.95,Avoid,160797,32134,4692877.05,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),377,INE760A01029
ICEMAKE,NSE:ICEMAKE,598,593.35,608,614.4,Avoid,42678,32132,54002067.75,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),5280,INE716A01013
PFIZER,NSE:PFIZER,3994.55,3975.05,3999.95,4016.9,Avoid,8846,32000,10289750,Fri Sep 08 2023 05:30:00 GMT+0530 (India Standard Time),32,INE0MGM01017
